objective,TAPobject_data.mechanism.elementary_processes[0].forward.k,TAPobject_data.mechanism.elementary_processes[0].backward.k,TAPobject_data.mechanism.elementary_processes[1].forward.k,TAPobject_data.mechanism.elementary_processes[1].backward.k,TAPobject_data.mechanism.elementary_processes[2].forward.k,TAPobject_data.mechanism.elementary_processes[2].backward.k,TAPobject_data.mechanism.elementary_processes[3].forward.k,TAPobject_data.mechanism.elementary_processes[3].backward.k,TAPobject_data.mechanism.elementary_processes[4].forward.k,TAPobject_data.mechanism.elementary_processes[4].backward.k
4384103.551986552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200544386.47206977,0.005158876111752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999866929100926,0.0
136835095.39363113,0.0012517835248541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2426433277602276,0.0
55762328.15028253,0.0002110202565013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040903763506763,0.0
8257218.232201263,2.3771533237002808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046078286030016,0.0
4050085.562687696,4.576444800721592e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008870893199265,0.0
4040682.16230874,8.119031412405978e-06,0.0,0.0,1.021545908224412e-07,4.5823706424929287e-10,0.0,0.0,0.0,0.0007776397771237,5.407399120073633e-06
4040207.407936501,1.4322190235170682e-05,0.0,0.0,2.074675622462253e-07,1.4028840843191703e-09,0.0,7.366183442076583e-18,0.0,0.0007475502318548,9.411304851054888e-06
4040172.8901131335,1.9520116317262265e-05,0.0,0.0,2.862242920509323e-07,2.590862443992216e-09,0.0,3.745814042626101e-17,0.0,0.0007477234494602,1.208806913611213e-05
4040035.1657566703,4.03118206456286e-05,0.0,0.0,6.012512112697601e-07,7.342775882684403e-09,0.0,1.5782596836299872e-16,0.0,0.0007484163198817,2.2795126276341096e-05
4039489.787557979,0.000123478637959,0.0,0.0,1.861358888145072e-06,2.6350429637453152e-08,0.0,6.392972801099496e-16,0.0,0.0007511878015679,6.562335483725697e-05
4037394.635317682,0.0004561459072129,0.0,0.0,6.901789595646318e-06,1.0238104465652817e-07,0.0,2.565182527097753e-15,0.0,0.0007622737283128,0.0002369362690809
4030282.158884473,0.0017868149842284,0.0,0.0,2.70635124256513e-05,4.065035047328281e-07,0.0,1.0268723515048968e-14,0.0,0.0008066174352924,0.0009221879260555
4010050.225873938,0.0073498492424433,0.0,0.0,0.0001116577057069,3.811849047691388e-06,0.0,1.3672731381066302e-11,0.0,0.000896332186203,0.003794467630863
3997196.747515776,0.0125254747139284,0.0,0.0,0.0002692634772754,0.0009594110002701,0.0,6.176511493356508e-08,0.0,0.000990111332927,0.0076303194396579
3985269.1275828807,0.0204994514012869,1.4278881463917857e-06,0.0,0.0005292254358558,0.0026477433603243,0.0,1.6529495315684056e-06,0.0,0.0011372463577313,0.0137730416951689
3976576.0721514737,0.0303634397056868,7.106252000888782e-06,0.0,0.0008669868304409,0.004947313020395,0.0,8.120146523833392e-06,0.0,0.0013283022639557,0.0215810863929512
3969458.84968883,0.0440980123737335,2.1938845789926112e-05,0.0,0.0013521701328058,0.0083452642527875,0.0,2.917391221061308e-05,0.0,0.0016078356728917,0.0326286481109664
3965130.3448989512,0.059898498486851,4.741253755839344e-05,0.0,0.0019225398234303,0.01240165833956,0.0,7.977471225831373e-05,0.0,0.00194571448898,0.0454631460932601
3963543.689266779,0.0717143561120839,7.840052429256086e-05,0.0,0.0023623846284502,0.0155644148838438,0.0,0.0001791639444201,0.0,0.002215809006108,0.0551764430658294
3962610.9360359614,0.0782548479536046,0.0001383848236552,0.0,0.0026450757118424,0.0176356051549177,0.0,0.0005033183968059,0.0,0.0023909120103924,0.0608434366626346
3958937.995220626,0.0859078050506828,0.0005017231584497,0.0,0.0032340396533823,0.0220774131086884,0.0,0.0029312933768675,0.0,0.0026981264501171,0.069164871031551
3951926.862298663,0.0944748115752434,0.0020071111341396,0.0,0.0048354234410078,0.0341389897586805,0.0,0.0135785147635561,0.0,0.0041539909049248,0.0843164112269531
3907813.159509213,0.1423660525827945,0.0060799883081694,0.0,0.010117787839024,0.0744201003649303,0.0,0.0414480253673178,0.0,0.0068495220178021,0.1468603940481815
3626889.877641208,0.3339310166129988,0.0223714970042887,0.0,0.0312472454310887,0.2355445427899294,0.0,0.1529260677823647,0.0,0.0176316464693113,0.3970363253330953
2685562.974447014,1.100190872733816,0.0875375317887659,0.0,0.1157650757993473,0.8800423124899261,0.0,0.5988382374425525,0.0,0.060760144275348,1.3977400504727502
4214054.103763977,3.130680184042607,0.2620100095646401,0.0,0.3408658207298476,2.599880136251915,0.0,1.7943127804951309,0.0,0.1767735172821193,4.059418861471301
2561043.880819539,1.5073151039342687,0.1225202194515519,0.0,0.1608990083997648,1.224879218495228,0.0,0.8385374328775077,0.0,0.084021461156602,1.931421234409564
2385967.955144101,1.5419931080024347,0.1441610476168578,0.0006376103917473,0.0550794412687997,1.403757520769819,0.0835684528987996,0.9944955748727886,0.0303860518233857,0.0920972229347384,2.086736471319318
2293663.3666115087,1.8932507115622648,0.3659553660880906,0.0148788738185807,0.0,3.1883253884528724,0.7498142829544163,2.602549673075265,0.3115910224380066,0.1773990281847172,3.6580599735769113
2177330.055882096,1.6282483938291716,0.3169272837601948,0.028880727117605,0.0,2.715697954653417,0.6189105050698384,2.2327488208294755,0.3078102033678908,0.1526399571372359,3.132080758164716
2108462.0833516675,1.0753614148587234,0.2460402517739552,0.0641798447733822,0.0,1.9512097429581183,0.4475485972617693,1.6742070418425097,0.3493096525309012,0.1108543147886894,2.202378342673689
2064458.470688136,1.1128241569032655,0.287307640765818,0.077113770188749,0.0,2.248406870487881,0.5736888071463746,1.951055418855272,0.4283204457137241,0.1247037739814131,2.452876932519522
1927980.0802898183,0.8406615757375315,0.4095260630406521,0.166229421957941,0.0,2.8810315890655858,0.9608100407077732,2.668844371462007,0.7946724765380961,0.1498872419047865,2.771096729037233
4470714.127622888,0.0,1.3164463265801165,0.8878121510793411,0.0,6.833338740968647,3.769770742942676,7.754016946655212,3.574352610565695,0.2916225840763171,3.815716899023677
1591119.886591273,0.506355187638677,0.7701815828692402,0.4531816544011249,0.0,4.452747921468185,2.077851111428674,4.691067969561798,1.9000695263100464,0.2062512196038379,3.1865114524436144
6525209.17764306,0.0,8.369972701453452,6.349436103544325,0.0,36.43010761745272,25.727789575035725,47.955153482691294,24.899512387279582,1.2468065939631048,7.465401531351201
1700120.7107897424,0.2803803881523992,4.161795446189884,3.084545861567065,0.0,18.723515994564423,12.632280556693829,23.998844975616606,12.164197584404244,0.6706274081282338,5.096082739970223
1241551.2663940303,0.4183742998717236,2.090670413199088,1.477675356844716,0.0,10.008919879764557,6.187106101715719,12.20834585037357,5.896298755223069,0.3870511557785415,3.929982748857254
4006441.6004819446,0.0,3.9622740712592392,2.97628532482094,0.0,19.05072602206808,12.249798762198653,22.52367972818892,11.739233040074376,0.2292047637837023,8.506713373276725
628815.0765495704,0.232800087079089,2.920839416435708,2.1423991823178663,0.0,14.01950575369622,8.876275628184626,16.78381801645954,8.487992199688538,0.317036769269664,5.960038569807523
798200.2994639791,5.125467158513647,5.268742211130913,3.95536066590336,0.0,25.134906578740186,16.383525830022826,29.80310349378518,15.569769294160809,0.1151234109565828,10.96946456903086
693522.3165318907,1.6910108877330083,3.6206085125385847,2.68273433652626,0.0,17.332340512331072,11.1137369489121,20.66408667620027,10.59864548882704,0.2568584993016422,7.453048208618327
637686.7622548789,0.6468293334843642,3.1195245937689515,2.295816340250626,0.0,14.96011768577607,9.511557182858562,17.88554124352796,9.087269197453848,0.2999503756195414,6.383948237295548
612340.8536603496,0.372718190455394,2.9879835938647594,2.194245369392107,0.0,14.337378557833608,9.090964302986404,17.156137184043523,8.69051340236293,0.3112625496612116,6.103295687976769
518351.5908453768,0.3624819061959416,3.4878781650697785,2.593911382244992,0.0,16.604542518162287,10.684283140682686,19.94490619139024,10.225781691976575,0.3069351846609495,6.891624260432707
402909.98583659634,0.3601360994493185,4.661435329832709,3.534941892523025,0.0,21.901949853774543,14.4097218088245,26.51085651717129,13.798411612064296,0.3216960707888324,8.647989701611593
342450.57567419653,0.4303462696068351,5.8345718077510025,4.483878903908582,0.0,27.190887781402783,18.125907106167386,33.080057288829515,17.342236125130537,0.3530233000398676,10.378414953918153
290626.5328099269,0.5731403915501306,7.557075764837803,5.904082404817179,0.0,34.96797089786757,23.5864403944536,42.72292110543877,22.51832106216851,0.4128776744186298,12.953469296101288
264450.01114265184,0.7385269643811274,9.236221382608273,7.302188189823478,0.0,42.554592481844175,28.90880045309948,52.13701607848555,27.5518208688563,0.4729680821010047,15.457604068495838
254813.02893892667,0.8870839142113034,10.501743873744504,8.359705672400446,0.0,48.27684920236965,32.917142025938865,59.24303742316064,31.336091978192627,0.5177659939927435,17.340571364625447
251311.1722284768,0.9917651970838944,11.17801839209848,8.928139586691886,0.0,51.33701497451814,35.05709516096698,63.04879249711337,33.35072057476595,0.5400620992600241,18.34101402303558
247753.7403035636,1.1097430662207848,11.693406267240611,9.366312328878408,0.0,53.66782830887756,36.68424697077855,65.96583521253035,34.87222489956479,0.5528403632845584,19.07535458972849
241946.6584755508,1.2920315463900116,12.151375411132015,9.769155156024112,0.0,55.74229975181713,38.12200648538294,68.60381775129494,36.18701083960476,0.5506549020741831,19.668148709218865
234756.7190480328,1.6125962274690055,12.441651496050936,10.056372276382238,0.0,57.100219189682846,39.019778694541735,70.40196567874608,36.9345105612935,0.5930784920141371,19.9685227192211
227014.40869200355,2.002718763011702,11.859711506210608,9.641413193570315,0.0,54.55277189982445,37.14509771899477,67.4164241322504,34.992219928080495,0.4959972539132232,18.897373886569326
223683.2182131245,2.206707734943066,12.147454475380904,9.90902082782367,0.0,55.88234593096336,38.04351938612696,69.13368970977275,35.78022404964295,0.5371677958264504,19.2495459892223
221572.89035920083,2.581007611421226,12.457129976257516,10.222244422195669,0.0,57.33882333248363,38.9987532124858,71.07632791323348,36.55853742816433,0.5600641400474661,19.55432604797084
219780.13011110484,3.104909938632062,12.848201157803455,10.62804564466795,0.0,59.18556755247082,40.200378673954816,73.56257395279371,37.51419581778,0.5696308027961102,19.910615564293785
218331.14914329245,3.752752411010076,13.199371666844142,11.02526990256611,0.0,60.87424309574038,41.265754472732205,75.90640685574549,38.287616498551365,0.565894718988229,20.146630425625965
217563.3079550786,4.35935717333618,13.314540738057254,11.232916772047446,0.0,61.49455060252806,41.58836257895913,76.91831506387894,38.35670599729983,0.5557973925109968,20.04302637813504
217381.9665975505,4.767771482697005,13.427259049206034,11.404074243395476,0.0,62.06895938680557,41.91762852546004,77.79380948211222,38.50935078899551,0.5512129552725124,20.02628386397148
217318.6961570904,4.936468467083479,13.456782608088838,11.47637661081716,0.0,62.22491243817238,42.00408263749208,78.05910205903747,38.51657046942319,0.5493426890549906,19.99245067598652
217156.41262575827,5.204388766136645,13.451138702716866,11.592122158995908,0.0,62.22337502500934,41.98722156693853,78.18501186399106,38.35612094369093,0.544517427653181,19.85482121764779
216754.18848246263,5.636890167361223,13.296762745552687,11.769788089435009,0.0,61.53570003922323,41.53028627010952,77.57317878632368,37.62466496577832,0.531447387313734,19.40173995637207
215785.0194042801,6.30320497419881,12.880399104981906,12.19119189096038,0.0,59.58872226263698,40.34442624689231,75.61407246667225,35.87744172512172,0.498409608707104,18.411087100999232
213677.7452791725,6.966489992862352,11.72118944467647,12.698597392504398,0.0,54.10072447757487,37.00068543437491,69.47337423567826,31.682960010593224,0.430652919032804,16.236444769564276
228192.38395783,8.489742187793029,5.877592939320721,14.374713648807552,0.0,26.292441926587507,20.119400590135164,37.456197837963714,11.52729368107505,0.1387615893057009,6.154796584601163
209457.3967788892,7.56796009282488,9.413791768891764,13.360427269121354,0.0,43.12036906342115,30.3349552837462,56.83109848348238,23.72431029889636,0.315396950353799,12.255613517998109
4438423.252633099,9.095986705493322,0.0,16.69934405238284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192394.7547612005,8.078929184567416,6.265838330041735,14.476954469631064,0.0,28.701002520150027,20.191005943546102,37.82689100824479,15.790947630247912,0.2099288309345889,8.15736047965404
741100.3230750782,8.740243302357458,1.2774951157604422,15.830951013248516,0.0081987108758863,5.309400319586892,5.065343866417178,9.065283760256357,0.7869630247817678,0.0,0.6564912198832413
184739.58849912148,8.296538724756116,4.624392844512557,14.922495487654858,0.0026978370124681,21.003849741751893,15.21381238135046,28.362704534745312,10.853792799946197,0.1408504381661302,5.68915260880302
484829.2249243785,8.76384688101402,1.226755108474793,15.714350100863276,0.0393136300772185,4.956089447745203,5.134703958513146,9.153108794528762,0.0,0.0039148718099255,0.3034064665423734
179344.28497014937,8.450734292524706,3.5032896222285617,15.183780188207916,0.0147797853485044,15.70864254964173,11.888054366968944,22.024200739975143,7.272415670490137,0.0956664260335552,3.912042209289581
177063.1919378202,8.072219017939341,3.456546008453984,14.764178892130609,0.0317157890345779,15.248641466474568,12.140873137336463,22.18867698740542,6.229643805612824,0.0918776176278269,3.548767769191908
199708.89170225165,8.272282174985603,2.966476308256826,15.00901720232509,0.0,12.96129924987949,10.645746676023068,19.401585239845645,4.736768915868712,0.0947348642416678,2.769072309947201
175149.3740322564,8.11810308054004,3.3441495575804616,14.820332041555393,0.0244418397928561,14.724044359216082,11.79796904065163,21.54946338052751,5.887256102112823,0.0925329211051423,3.3699462620755734
175994.3144633226,8.191945516175338,3.5611731410485925,15.391941853682848,0.0,15.575425704483804,12.633545128590123,22.803809620960475,6.342927615345659,0.0767592503098937,3.6083988405420326
171187.39704178428,8.153050177948815,3.4468593916509507,15.090855401360184,0.0128743535806013,15.126974010020591,12.193418604122844,22.14310252408506,6.102909833227561,0.0850677825972786,3.4827977060365787
169980.0713871248,8.036735010763588,3.679466235976685,15.016872486754549,0.0,16.192497118761942,12.92166001417444,23.450906712171065,6.805327665140186,0.1000503169857155,3.855913249130757
169744.08719339807,8.157699391228189,3.177931332413075,15.21416989398345,0.0,13.804468154296464,11.461529226574283,20.652365927945624,5.1387729133270375,0.076178593400949,3.021492770224574
169252.36802944302,8.091956858485446,3.450508885346583,15.106941375927262,0.0,15.102330151224823,12.25509089938904,22.17333564177541,6.044523266594968,0.0891525578305562,3.4749892081429894
168977.00974871084,8.14548645284442,3.3303727597951003,15.264262059312758,0.0,14.509146279022046,11.924656716944073,21.49349607195008,5.634229806516359,0.0820302951723906,3.2678889311076627
168751.94522477977,8.175066196331267,3.304352832212856,15.397235376554123,0.0,14.354872995251878,11.880792600371176,21.34840251032952,5.512676874138656,0.0799387634794346,3.208045261829352
167612.50084019348,8.37281010952269,3.210585239575354,16.27269368024571,0.0124391817772517,13.702613280955614,11.826712109322257,20.84054831157597,4.945925846380595,0.0705767521372717,2.9283495130670274
165150.75373661326,8.71049741747549,3.028127181648806,18.010434032893006,0.0370435771130783,12.386143919512792,11.781957430399553,19.878461198513875,3.745394685780148,0.0560355177029329,2.356837190728798
206309.8008060432,9.834064763831384,2.6154765665649364,24.27482377435438,0.1286236317618546,8.734970473833066,12.42708265402042,17.8263080049299,0.0755079021824842,0.0180668172857064,0.651261030053979
162456.33185042682,9.055140378414295,2.9015507638871267,19.931972457780684,0.0651348359944079,11.266183259120282,11.979843091607242,19.248983886601337,2.619693897561742,0.0443890014729689,1.8336688910909595
178710.77267822693,10.172088623624663,3.0440071683621075,26.414075745823133,0.1615496519841621,10.179063397336126,14.316518704770935,20.28031684748208,0.7287649221249506,0.0303406232664374,1.0058363538237516
160608.6717893226,9.393158161556364,2.9446618017006587,21.89362662834553,0.0943124836630954,10.93719232577513,12.686982311415012,19.56109224311037,2.0474492809493947,0.040137594410488,1.5831450908523632
160204.49125738692,9.740654565389685,3.0330877864411105,23.82984628289642,0.122784835250209,10.839893304476364,13.506149263181728,20.11946822063393,1.6564023739838951,0.0343752408686953,1.4151727040460838
163119.68247735102,9.719384721017953,3.3089789948799875,23.93918122918258,0.1216711620764551,12.097886600117702,14.369673780083293,21.667144945627783,2.498849392371969,0.0446615459665428,1.838598684087693
159912.70692176756,9.736107857115991,3.09206315166357,23.853218062031,0.1225467729990332,11.108805875042346,13.690738957253478,20.450304424582903,1.83648647623254,0.0365740735294671,1.5056855622083047
159052.96516380383,9.723170487090462,3.0295425424342755,23.83457275721852,0.1131255427669272,10.813469729897998,13.506171230303558,20.096613599358328,1.6351355873008704,0.0353968434976632,1.4100094273118216
157911.9320083514,9.837157001712914,2.996231142983215,24.5466970286086,0.1082048914085644,10.46207690509189,13.616739911614385,19.924186486145505,1.2806885175451397,0.031446286786565,1.2487328972335587
782109.3885121861,11.422581893482256,2.847486034649266,34.22674409345946,0.0880180226482821,7.13807269807143,16.001558093511246,19.30302752619588,0.0,0.0,0.0
192408.3575494764,10.370617079381857,2.946181735119971,27.80381673567424,0.1014124607909684,9.343623705792051,14.41917798303965,19.71518036498534,0.8497654258325453,0.0208653133966245,0.8285621582699808
157569.35933869993,9.883378572923114,2.991894619283657,24.82890969415263,0.1076163622409208,10.36516868953692,13.686267042158493,19.90607718103164,1.2433512486406917,0.0305294998788109,1.2123272643766243
155946.85228388102,10.430160967188325,2.9391922662662315,28.136095630472767,0.103730891828137,9.22249542579608,14.493706693443707,19.68515232929296,0.0,0.0150618043804485,0.6342409875626296
156185.47739944197,10.028294944730664,2.977926660795766,25.705429113598328,0.1065865773010767,10.06232049018086,13.900266662382275,19.84752440337845,0.9138198779799144,0.0264300220328592,1.0591142737861017
154543.39807142605,10.229227955959493,2.958559463530999,26.920762372035547,0.1051587345646069,9.64240795798847,14.196986677912994,19.766338366335702,0.4569099389899571,0.0207459132066538,0.8466776306743655
642241.1529757283,11.269977702186363,2.971381586429014,33.353429136837995,0.1036074877392169,7.949502729741922,16.128102329854148,19.995133586850145,0.0,0.0,0.0
167736.5724812447,10.577291135344293,2.9628476306706264,29.072071516426163,0.1046399432759102,9.076241136159432,14.842819411489147,19.842855504263444,0.3041032468587131,0.0138077529658009,0.5635189663413653
154146.10462472998,10.278295668792676,2.9591639818088584,27.22404012608851,0.1050855986988163,9.562593393637584,14.288032031131324,19.77712526128188,0.4353682323902049,0.0197678159115292,0.8067597397550319
153208.4583245136,10.53387798667284,2.9634287662448,28.798241571588235,0.1052566281269659,9.15399864714838,14.763555692799306,19.83970582014504,0.0,0.0137933822159583,0.580834449029826
160387.75541311697,10.798565732773037,3.049179887546213,30.513550700460083,0.1105687514352282,9.082995792082672,15.532898127977212,20.369594620206733,0.0,0.011590488576636,0.4408330277837805
152778.6783449502,10.585650597298724,2.980201584326791,29.133754011965763,0.1062956731741485,9.140110572529125,14.914038164773496,19.943351443808425,0.0,0.0133624988210175,0.553450336330865
151287.1019878076,10.670724402149144,3.073353562321908,29.746833245732493,0.1076673821657944,9.406067125609487,15.37786629619974,20.48288344328527,0.0,0.0144054722820126,0.5859305498794475
150171.45835936102,10.88209870663284,3.289439621115177,31.330819250745893,0.1010567085373457,9.975544520237737,16.503780389194112,21.731286186330976,0.0,0.0151167467526659,0.6394998763570109
149965.1577205192,10.837955723897707,3.259259090124614,31.02957700057478,0.1013251147004521,9.91696970154035,16.323933613680868,21.55487007446368,0.0,0.0155294052241527,0.6406802750060904
149963.98005189563,10.83372106041687,3.254669899893604,30.99882550747144,0.1013532831054866,9.90399268465673,16.3009720011672,21.52838434330362,0.0,0.0154985425498039,0.6389529574466528
149963.6420060874,10.831353941894683,3.252903685423485,30.984237395802456,0.1012048683801919,9.899615251751955,16.29146043671525,21.51806211809653,0.0,0.0154872361433973,0.6384958758129101
149962.74324473046,10.826748884957398,3.25012485130573,30.957814665727817,0.1008558690070374,9.893201317101168,16.275469870279238,21.501392643525264,0.0,0.0154651620778059,0.6376440511251764
149960.97817179537,10.81966051704248,3.246545356514927,30.92051070941469,0.1003371177136838,9.88489157352076,16.25395108715194,21.479242239508963,0.0,0.0154194290862533,0.6358333236421371
149957.28294860056,10.808814562738313,3.2423400315852065,30.86984988056148,0.0995680864247354,9.874808246038343,16.22672841675626,21.451659703539203,0.0,0.0153215508819077,0.6318398512709327
149948.34839580557,10.789918962674475,3.2372917092712608,30.794456520527884,0.0983660680848924,9.861018871713195,16.18987330396963,21.41460460137948,0.0,0.0150802622702645,0.621741008794936
149927.06283410164,10.735027581183251,3.2184338551591347,30.5840160365474,0.0968731254862336,9.79338121301492,16.073656686735323,21.28260647722352,0.0,0.0139165725937729,0.5753815869802456
149880.27317961704,10.698776644510827,3.21701858095332,30.493579974351697,0.0954033154455527,9.777006485156353,16.04477722374996,21.25220830834393,0.0,0.013118268764042,0.5395354662500897
541732.4732502396,10.13857130101795,3.2228027821201213,29.301753717161887,0.0784856070246335,9.53917733900467,15.745356565387835,20.913778050853264,0.0,0.0,0.0
149932.6274310519,10.51726952736334,3.218892668180409,30.10742702062509,0.0899219602248453,9.69994959308444,15.947764617310224,21.1425565509908,0.0,0.0088679359655697,0.3647254109455659
149829.89118337125,10.6180751247926,3.217851835812344,30.32188901975349,0.0929662005633462,9.74274552397369,16.001643572053254,21.2034550495338,0.0,0.0112284898863012,0.4618115877222883
541253.9067747486,10.033066343963254,3.2418515706337443,29.19794168889624,0.0762698922800539,9.51586516451533,15.780522257976832,20.937942470848803,0.0,0.0,0.0
150170.93945916087,10.429714590889269,3.2255792460882864,29.96000159813332,0.0875903401566065,9.669694815949835,15.930447155620335,21.11796557874628,0.0,0.0076131521012624,0.3131179611021952
149829.10007460596,10.604327731092832,3.2184158167543258,30.295476858156206,0.0925738462417962,9.73741395677944,15.996447339347638,21.19721564583417,0.0,0.0109646263748818,0.4509592622195293
541817.1753982703,10.184708253290877,3.235690365381996,29.485721826097823,0.0806735164656528,9.576780554293917,15.836873178636845,21.007482982747696,0.0,0.0,0.0
150196.3593661645,10.469357480059196,3.2239721607471794,30.035019835223988,0.088746115208712,9.68574635838428,15.945120445175716,21.136188294815568,0.0,0.0074378635514308,0.3059085959669969
149828.8830548357,10.598065845525625,3.218673600895563,30.28339306887459,0.0923962603402538,9.73501686122538,15.994066050616505,21.19438430866452,0.0,0.0108010037613502,0.4442297002118673
